entity_type,alias,canonical,freq
技术原理,颜色作为反馈提示,基于颜色的反馈提示,1
技术原理,风险加速度,风险加速度,1
技术原理,风险因素规则,风险因素规则,2
技术原理,香料触发特定的嗅觉或三叉神经刺激,香料触发特定的嗅觉或三叉神经刺激,1
技术原理,马氏距离,马氏距离,1
技术原理,马氏距离分类,马氏距离,1
技术原理,马氏距离比较,马氏距离比较,1
技术原理,驾驶员大脑认知信息与视觉信息关联性分析,驾驶员大脑认知信息与视觉信息关联性分析,1
技术原理,高信号保真度,高信号保真度,1
技术原理,高密度多通道,高密度多通道,1
技术原理,"高密脑电图帽通过开窗设计减少对脑内电极植入区域的干扰,实现同步采集","高密脑电图帽通过开窗设计减少对脑内电极植入区域的干扰,实现同步采集",1
技术原理,高强度刺激,高强度刺激,1
技术原理,"高强度橡胶状聚合物电极,肖氏a硬度在70-80左右","高强度橡胶状聚合物电极,肖氏a硬度在70-80左右",1
技术原理,高时间分辨率,高时间分辨率,1
技术原理,高柔性和高贴附性,高柔性和高贴附性,2
技术原理,高深宽比纳米柱特征用于表现出显著降低的电阻抗,高深宽比纳米柱特征用于表现出显著降低的电阻抗,1
技术原理,高深宽比纳米柱特征用于降低电阻抗,高深宽比纳米柱特征用于降低电阻抗,1
技术原理,高灵敏度,高灵敏度,1
技术原理,高稳定性,高稳定性,1
技术原理,高空间集成单元用于感测和/或刺激大脑区域,高空间集成单元用于感测和/或刺激大脑区域,1
技术原理,高空间频率hsf分量具有高于预定高空间频率阈值的空间频率,高空间频率hsf分量具有高于预定高空间频率阈值的空间频率,1
技术原理,高空间频率hsf分量诱导神经反应,高空间频率分量诱导神经反应,1
技术原理,高空间频率hsf分量调制诱发大脑响应,高空间频率hsf分量调制诱发大脑响应,1
技术原理,高空间频率分量诱导神经反应,高空间频率分量诱导神经反应,1
技术原理,高空间频率分量调制,高空间频率分量调制,1
技术原理,高空间频率分量调制诱导神经反应,高空间频率分量诱导神经反应,1
技术原理,高维信息编码到图像,高维信息编码到图像,1
技术原理,高警觉度是积极关注的状态,警觉度,1
技术原理,高警觉性是主动注意的状态,高警觉性是主动注意的状态,1
技术原理,高输入阻抗梳状主动干电极,高输入阻抗梳状主动干电极,1
技术原理,高阶脑网络,高阶脑网络,1
技术原理,高阶谱分析,高阶谱分析,1
技术原理,高频刺激,高频刺激,1
技术原理,高频振荡作为治疗频率指标,高频刺激,1
技术原理,高频振荡波形特征反馈调节刺激,高频振荡波形特征反馈调节刺激,1
技术原理,高频振荡特征反馈,高频振荡特征反馈,1
技术原理,高频率和低频率幅度指示脑部活动中的脑活动,高频率和低频率幅度指示脑部活动中的脑活动,1
技术原理,麻醉剂和止痛药之间的药物相互作用,药物效应相互作用,1
技术原理,默认态脑网络空间信息引导MEG时间维度信息提取,默认态脑网络空间信息引导MEG时间维度信息提取,1
技术原理,默认态脑网络空间信息引导meg时间维度信息提取,默认态脑网络空间信息引导MEG时间维度信息提取,1
技术方法,2dcnn模型提取图像的高维特征,2dcnn模型提取图像的高维特征,2
技术方法,3dmax建模,3dmax建模,1
技术方法,3d固定板贴合头皮,3d固定板贴合头皮,2
技术方法,3d打印材料构成电极,3d打印材料构成电极,2
技术方法,3类器官三维神经组织结构,3类器官三维神经组织结构,1
技术方法,50 hz陷波滤波,自适应陷波滤波,2
技术方法,64通道双向电极阵列采集,64通道双向电极阵列采集,2
技术方法,DTCWT,DTCWT,1
技术方法,EEG信号中介,EEG信号中介,1
技术方法,EEG信号放大,EEG信号放大,1
技术方法,EEG信号测量,EEG信号测量,1
技术方法,FFNN分类器,FFNN分类器,1
技术方法,H∞方法,H∞方法,1
技术方法,P300,P300,1
技术方法,RNN时间特征提取,RNN时间特征提取,1
技术方法,SSVEP检测,SSVEP检测,1
技术方法,SSVEP相位增加测量,SSVEP相位增加测量,1
技术方法,adc数字化,adc数字化,2
技术方法,ai宠物互动安抚,ai宠物互动安抚,1
技术方法,ant(注意网络测试)任务,ant(注意网络测试)任务,3
技术方法,bci技术,bci技术,1
技术方法,circleloss反向传播,circleloss反向传播,2
技术方法,cngru网络层,cngru网络层,2
技术方法,cnn+bilstm+attention,cnn+bilstm+attention,1
技术方法,cnn提取深层时空模式,cnn提取深层时空模式,2
技术方法,cnn网络,cnn网络,1
技术方法,cnn网络模块融合eeg转换模块的图像和面部图像的特征信息,cnn网络模块融合eeg转换模块的图像和面部图像的特征信息,2
技术方法,conglomerated,熔化,1
技术方法,csp,csp,2
技术方法,dcca网络,dcca网络,4
技术方法,dc或近dc刺激,dc或近dc刺激,2
技术方法,ddtf算法,ddtf算法,4
技术方法,dsp处理,dsp处理,2
技术方法,dtcwt,DTCWT,1
技术方法,dtcwt(双树复小波变换),DTCWT,1
技术方法,eeg(脑电图)/erp(事件相关电位)分析,eeg(脑电图)/erp(事件相关电位)分析,3
技术方法,eeg+fnirs联合,eeg+fnirs联合,2
技术方法,eeg与感觉刺激同步,eeg与感觉刺激同步,1
技术方法,eeg信号中介,EEG信号中介,2
技术方法,eeg信号参数化和预处理,参数化和预处理eeg信号,2
技术方法,eeg信号处理,eeg信号处理,2
技术方法,eeg信号管理,eeg信号管理,2
技术方法,eeg信号获取,脑电信号获取,2
技术方法,eeg信号解码,eeg信号解码,2
技术方法,eeg信号解码和预处理,信号解码和预处理,2
技术方法,eeg信号调解,EEG信号中介,2
技术方法,eeg信号采集,采集脑电信号数据,6
技术方法,eeg信号预处理,信号融合与预处理,6
技术方法,eeg和瞳孔分类器,eeg和瞳孔分类器,6
技术方法,eeg数据传播,eeg数据传播,2
技术方法,eeg数据检测,eeg数据检测,2
技术方法,eeg数据辅助确定时间段,eeg数据辅助确定时间段,2
技术方法,eeg模式分析,eeg模式分析,1
技术方法,eeg模式分类器提取运动想象信号,eeg模式分类器提取运动想象信号,1
技术方法,eeg特征提取,eeg特征提取,2
技术方法,eeg监测和评估,脑电图监测,4
技术方法,eeg编码,eeg编码,2
技术方法,eeg脑信号记录,eeg脑信号记录,1
技术方法,eeg计算机连接,eeg计算机连接,2
技术方法,eeg识别,脑电图,2
技术方法,eeg转换模块将获取的eeg图像转换为频谱图图像,eeg转换模块将获取的eeg图像转换为频谱图图像,1
技术方法,eeg量化评估,eeg量化评估,1
技术方法,eeg频带分解,eeg频带分解,3
技术方法,elm模型分解,elm模型分解,3
技术方法,erp数据分析,erp数据分析,2
技术方法,erp检测分析,erp检测分析,2
技术方法,errp检测,errp检测,4
技术方法,fbrcsp,fbrcsp,2
技术方法,fcm模型映射,fcm模型映射,2
技术方法,ffnn(前馈神经网络)分类器,FFNN分类器,1
技术方法,ffnn分类器,FFNN分类器,1
技术方法,fft分析,fft分析,2
技术方法,fhss接收,fhss接收,2
技术方法,fisher比率法数据降维,fisher比率法数据降维,2
技术方法,fmri信号采集触发,fmri信号采集触发,2
技术方法,fmri信号预处理,fmri信号预处理,2
技术方法,fmri数据采集,fmri数据采集,2
技术方法,fmri测量脑活动,测量脑活动,2
技术方法,fmri结合,fmri结合,2
技术方法,fmri辅助的eeg通道选择方法,fmri辅助的eeg通道选择方法,2
技术方法,fnirs特征提取,fnirs特征提取,1
技术方法,gcn与bilstm结合,gcn与bilstm结合,2
技术方法,"gm(1,1)模型提取特征","gm(1,1)模型提取特征",3
技术方法,hubert变换,hubert变换,2
技术方法,h∞方法,H∞方法,2
技术方法,h∞适配规则的滤波,H∞方法,2
技术方法,ica,ica,2
技术方法,k均值分类器,k均值分类器,3
技术方法,k均值聚类,k均值聚类,6
技术方法,k近邻,k近邻,1
技术方法,k阶有向动态升阶学习模块进行特征融合,学习策略,4
技术方法,l1正则化约束,l1正则化约束,1
技术方法,lempel-ziv复杂度评估,lempel-ziv复杂度评估,3
技术方法,lrcn网络,lrcn网络,2
技术方法,lstm-注意力模块,lstm-注意力模块,2
技术方法,lstm模块,lstm模块,1
技术方法,lstm模块输出情感特征随时间的变化并利用cnn网络模块的输出信息进行情感分类,lstm模块输出情感特征随时间的变化并利用cnn网络模块的输出信息进行情感分类,2
技术方法,lstm模型识别,lstm模型识别,4
技术方法,lstm网络解码,lstm网络解码,2
技术方法,mfssvep视觉刺激渲染,mfssvep视觉刺激渲染,3
技术方法,mi-eeg在线识别,mi-eeg离线解码建模,2
技术方法,mi-eeg离线解码建模,mi-eeg离线解码建模,2
技术方法,midi格式音乐生成,midi格式音乐生成,2
技术方法,mri,mri,2
技术方法,mri技术,模糊理论结合MRI技术及电场理论,2
技术方法,nirs-eeg双模态脑功能检测,nirs-eeg双模态脑功能检测,3
技术方法,nse合成,nse合成,1
技术方法,obs处理,obs处理,2
技术方法,p300检测,SSVEP检测,4
技术方法,p300电位识别,p300电位识别,1
技术方法,pbm光被脉冲化以通过夹带刺激目标脑电波频率的增加,夹带,2
技术方法,pbm刺激与eeg传感器和神经反馈相结合,pbm刺激与eeg传感器和神经反馈相结合,2
技术方法,pbm刺激与eeg传感器和神经反馈组合,pbm刺激与eeg传感器和神经反馈组合,2
技术方法,pca去噪,pca去噪,2
技术方法,pca投影,主成分投影,2
技术方法,psd,psd,2
技术方法,pso算法,pso算法,2
技术方法,pwm信号控制呈现的时间尺度,pwm信号控制呈现的时间尺度,2
技术方法,pwm信号控制时间刻度,pwm信号控制时间刻度,2
技术方法,qrs峰检测,qrs峰检测,2
技术方法,ram乘法,ram乘法,1
技术方法,rf-dc转换,rf-dc转换,1
技术方法,rf信号传输能量,rf信号传输能量,2
技术方法,rf发射器单元辐射能量,rf发射器单元辐射能量,1
技术方法,rgbd传感器阵列识别四个定位点位置,rgbd传感器阵列识别四个定位点位置,2
技术方法,sar adc转换,sar adc转换,4
技术方法,saradc转换,saradc转换,2
技术方法,sbmlr算法,sbmlr算法,2
技术方法,sgcrnn模型,sgcrnn模型,2
技术方法,shapley加法解释,shapley加法解释,1
技术方法,smote过采样,smote过采样,1
技术方法,spi协议,spi协议,1
技术方法,ssvep,ssvep,2
技术方法,ssvep刺激范式,ssvep刺激范式,4
技术方法,ssvep技术识别刺激,ssvep技术识别刺激,1
技术方法,ssvep相位增加测量,SSVEP相位增加测量,4
技术方法,ssvep脑电信号采集,ssvep脑电信号采集,2
技术方法,ssver相位增加测量,SSVEP相位增加测量,4
技术方法,stft时频分析,stft时频分析,2
技术方法,stwfbrcsp,stwfbrcsp,2
技术方法,svm,svm,2
技术方法,svm分类,svm分类,2
技术方法,svm分类器分类预测,svm分类器分类预测,2
技术方法,svm支持向量机算法,支持向量机,2
技术方法,t-wmne算法,t-wmne算法,1
技术方法,tcp/ip通信,tcp/ip通信,1
技术方法,tcp/ip通讯传输,通讯传输,1
技术方法,tdcs阴极电极放置于另一侧,tdcs阴极电极放置于另一侧,1
技术方法,topomap图像识别,插值成像,4
技术方法,transformer模块提取全局依赖关系,transformer模块提取全局依赖关系,2
技术方法,transformer模型,transformer模型,2
技术方法,transformer注意力机制,transformer注意力机制,1
技术方法,t检验,t检验,2
技术方法,visumotor存储器任务,visumotor存储器任务,7
技术方法,vr训练,vr训练,1
技术方法,vr训练场景设计,vr训练场景设计,1
技术方法,vr运动想象任务,运动想象任务,1
技术方法,α节律同步化,α节律同步化,2
技术方法,一体成型工艺一体浇注,一体成型工艺一体浇注,4
技术方法,一步组装导电干电极薄膜,一步组装导电干电极薄膜,3
技术方法,一系列被组织或图案化为一系列微脉冲串的电脉冲,一系列被组织或图案化为一系列微脉冲串的电脉冲,2
技术方法,三个难度级别任务,三个难度级别任务,1
技术方法,三级损失函数体系,三级损失函数体系,2
技术方法,三维压缩eeg数据,三维压缩eeg数据,2
技术方法,三维多位点刺激,三维多位点记录,4
技术方法,三维多位点记录,三维多位点记录,4
技术方法,三维封装集成,三维封装集成,2
技术方法,三维微柱阵列,三维微柱阵列,1
技术方法,三维有源组装,三维有源组装,2
技术方法,三维模型创建,三维模型创建,1
技术方法,三维脑电建模,三维脑电建模,1
技术方法,三维视觉刺激界面进行刺激,三维视觉刺激界面进行刺激,2
技术方法,三维重建,三维重建,1
技术方法,三维铅迁移检测,三维铅迁移检测,1
技术方法,上传csv格式完整eeg信号数据,上传csv格式完整eeg信号数据,2
技术方法,上传脑电数据文件至云端,上传脑电数据文件至云端,1
技术方法,上传至云服务器,上传至云服务器,1
技术方法,上位机算法处理,上位机算法处理,2
技术方法,上行链路传输,上行链路传输,1
技术方法,上行链路传输数据,上行链路传输数据,2
技术方法,上采样,上采样,4
技术方法,下行链路传输,下行链路传输,1
技术方法,下行链路传输电力与数据,下行链路传输,1
技术方法,下行链路传输电力和数据,下行链路传输,1
技术方法,下采样,下采样,3
技术方法,与ecg的qrs波部分同步,微脉冲串与ECG的QRS波部分同步,4
技术方法,与人口统计学值的比较,与人口统计学值的比较,1
技术方法,与先前从同一患者获得的一组阈值参考值进行比较,与先前获得的阈值比较,1
技术方法,与先前获得的阈值比较,与先前获得的阈值比较,1
技术方法,与参考数据进行比较,与参考数据进行比较,2
技术方法,与基线数据比较,与基线数据比较,1
技术方法,与外部计算设备通信,与外部计算设备通信,1
技术方法,与多模态特征相关联,与多模态特征相关联,8
技术方法,与多模态特征谱相关联,与多模态特征谱相关联,2
技术方法,与正常组的数据进行比较分析,与正常组的数据进行比较分析,2
技术方法,与治疗图进行比较,与治疗图进行比较,2
技术方法,与生物信号传感器联动驱动,与生物信号传感器联动驱动,3
技术方法,与目标阈值进行比较,与目标阈值进行比较,1
技术方法,与调制相关,同步处理,1
技术方法,与阈值参考值比较,与阈值参考值比较,2
技术方法,与随后的动作直接统计相关,与随后的动作直接统计相关,1
技术方法,业务管理模块基于分析结果及用户场景需求生成需求界面,业务管理模块基于分析结果及用户场景需求生成需求界面,1
技术方法,业务管理模块基于采集通道及用户场景需求匹配确定目标算法,业务管理模块基于采集通道及用户场景需求匹配确定目标算法,1
技术方法,丝涂覆,丝涂覆,1
技术方法,两段硫化,两段硫化,2
技术方法,两部分式硅酮泡沫、硅酮稀化流体和碳纤维构成导电海绵,导电海绵,1
技术方法,个体化刺激应用,使用感测到的数据匹配、调整或避免刺激治疗,1
技术方法,个体基线阈值分析,个体基线阈值分析,2
技术方法,个性化,个性化,2
技术方法,个性化abm治疗,个性化abm治疗,1
技术方法,个性化sd介导的抗癫痫发作响应,个性化sd介导的抗癫痫发作响应,2
技术方法,个性化分析,个性化分析,1
技术方法,个性化反馈指令生成与执行,个性化反馈指令生成与执行,3
技术方法,个性化安抚内容推送,个性化安抚内容推送,1
技术方法,个性化建模,个性化建模,2
技术方法,个性化方案生成,个性化方案生成,1
技术方法,个性化模型训练,个性化模型训练,2
技术方法,个性化游戏训练,个性化游戏训练,5
技术方法,个性化电生理数据的神经感测,个性化电生理数据的神经感测,2
技术方法,个性化训练内容生成,个性化训练内容生成,1
技术方法,个性化训练计划生成,个性化训练计划生成,1
技术方法,个性化超声神经调节,个性化超声神经调节,2
技术方法,个性化适应机制,个性化适应机制,1
技术方法,个性化靶向非侵入性刺激,个性化靶向非侵入性刺激,1
技术方法,中医病理分析,中医病理分析,1
技术方法,中央处理单元综合判断,中央处理单元综合判断,1
技术方法,中央控制,中央控制,1
技术方法,中枢-外周融合解码,中枢-外周融合解码,8
技术方法,中空腔室容纳导电介质,中空腔室容纳导电介质,1
技术方法,中继建立数据会话连接,中继建立数据会话连接,2
技术方法,串行融合,串行融合,2
技术方法,临时定位探头电极,临时定位探头电极,1
技术方法,临时定位探针电极,临时定位探针电极,2
技术方法,临时附着到低轮廓微丝植入,神经植入物,4
技术方法,为每个电极单元分配单独识别号(id),为每个电极单元分配单独识别号(id),2
技术方法,为连续的时间窗口提供来自信号块的输入数据记录,为连续的时间窗口提供来自信号块的输入数据记录,2
技术方法,主动对齐跨用户特征分布,主动对齐跨用户特征分布,1
技术方法,主动睡眠调理干预,主动睡眠调理干预,2
技术方法,主动释放药物涂层,释放药物涂层,1
技术方法,主成分分析,主成分分析,3
技术方法,主成分分析(pca),主成分分析,4
技术方法,主成分分析pca,主成分分析pca,1
技术方法,主成分分析pca降维,主成分分析pca,1
技术方法,主成分分析降维,主成分分析,4
技术方法,主成分投影,主成分投影,2
技术方法,主控芯片计算电极安放位置,主控芯片计算电极安放位置,2
技术方法,主控装置接收和处理数字信号,主控装置接收和处理数字信号,2
技术方法,主观评分表,主观评分表,1
技术方法,乘以预定系数并求和,乘以预定系数并求和,2
技术方法,乘积检测器检测,乘积检测器检测,1
技术方法,乘积检测器检测诱发电位,乘积检测器检测,1
技术方法,事件相关去同步分析,事件相关同步分析,2
技术方法,事件相关同步分析,事件相关同步分析,2
技术方法,事件相关电位,事件相关电位,1
技术方法,事件相关电位(erp)检测,事件相关电位检测,2
技术方法,事件相关电位(erp)测量,事件相关电位(erp)测量,4
技术方法,事件相关电位erp法,事件相关电位,2
技术方法,事件相关电位分析,事件相关电位分析,2
技术方法,事件相关电位技术,事件相关电位技术,3
技术方法,事件相关电位检测,事件相关电位检测,1
技术方法,事件相关电位测量,事件相关电位检测,2
技术方法,事件相关电位测量计算,事件相关电位测量计算,1
技术方法,事件相关电位确定听力困难,事件相关电位确定听力难度,2
技术方法,事件相关电位确定听力难度,事件相关电位确定听力难度,2
技术方法,事件相关电位脑电波数据,事件相关电位脑电波数据,1
技术方法,事件触发的闭环控制,事件触发的闭环控制,2
技术方法,二元决策序列生成,二元决策序列生成,2
技术方法,二次分析,分段分析,4
技术方法,二次矩阵优化计算,有限元计算,2
技术方法,二维平面或三维空间中显示分布,二维平面或三维空间中显示分布,2
技术方法,二维平面或三维空间显示,二维平面或三维空间显示,2
技术方法,二进制决定系列,二进制决定系列,2
技术方法,二进制分类,二进制分类,2
技术方法,二进制自适应差分进化蝙蝠算法,二进制自适应差分进化蝙蝠算法,1
技术方法,云服务器翻译信号为电刺激信号,翻译为电刺激信号,2
技术方法,云边联邦学习,云边联邦学习,1
技术方法,互信息特征选择,特征选择,2
技术方法,亚阈值刺激,亚阈值刺激,1
技术方法,亚阈值电刺激和光刺激,刺激施加,2
技术方法,交互式内容生成,交互式内容生成,1
技术方法,交互式协同标注,交互式协同标注,1
技术方法,交互式强化学习,交互式强化学习,2
技术方法,交互控制,交互控制,1
技术方法,交叉布置经线带和纬线带,交叉布置经线带和纬线带,1
技术方法,交叉模态响应合成,交叉模态响应合成,4
技术方法,交叉生成数据,交叉生成数据,2
技术方法,交叉生成第二数据,交叉生成数据,2
技术方法,交叉超声波束,交叉超声波束,2
技术方法,交叉进行,交叉进行,1
技术方法,交叉验证,交叉验证,2
技术方法,交替刺激波形,交替刺激波形,1
技术方法,交替播放调制的音频信号,交替播放调制的音频信号,2
技术方法,交替显示刺激,交替显示刺激,1
技术方法,交替稳态视觉刺激,闪烁视觉刺激,2
技术方法,交错第一脉冲列和第二脉冲列,编程ipg以递送第一脉冲串到第一电极,1
技术方法,产品分析,产品分析,1
技术方法,产生三维电极阵列,产生三维电极阵列,1
技术方法,产生个性化加速theta突发刺激目标,产生个性化加速theta突发刺激目标,1
技术方法,产生中断请求信号给计算机以启动采样,产生中断请求信号给计算机以启动采样,2
技术方法,产生光刺激信号,产生光刺激信号,1
技术方法,产生具有与第一波长不同的一个或多个波长的另一闪烁光,产生具有与第一波长不同的一个或多个波长的另一闪烁光,1
技术方法,产生具有特征调制的至少一个视觉刺激,脑电信号生成,4
技术方法,产生具有特征调制的视觉刺激,产生具有特征调制的视觉刺激,3
技术方法,产生具有第一波长的闪烁光,产生具有第一波长的闪烁光,1
技术方法,产生刺激,产生刺激,1
技术方法,产生刺激信号,产生刺激波形,2
技术方法,"产生刺激信号相关可视,音频和精神状态","产生刺激信号相关可视,音频和精神状态",2
技术方法,产生刺激反馈信号,反馈信号,2
技术方法,产生刺激呈现程序,生成刺激,1
技术方法,产生刺激引线到优选引线位置的接近度的指示,产生刺激引线到优选引线位置的接近度的指示,1
技术方法,产生刺激波形,产生刺激波形,2
技术方法,产生功能电刺激开关控制信号,产生功能电刺激开关控制信号,1
技术方法,产生功能电刺激驱动信号,产生功能电刺激驱动信号,1
技术方法,产生动态三-维信息,产生动态三-维信息,2
技术方法,"产生包括多个脉冲的治疗信号,所述多个脉冲中的至少两个脉冲由所述第一时间段分开","产生包括多个脉冲的治疗信号,所述多个脉冲中的至少两个脉冲由所述第一时间段分开",1
技术方法,产生包括第二多个刺激突发的第二刺激,产生刺激,2
技术方法,"产生包括第二多个刺激突发的第二刺激,其中所述第二刺激的一个或多个波形特性取决于所述hfo的一个或多个波形特性",产生刺激,2
技术方法,产生双极矩形波形,矩形波形,1
技术方法,产生反馈信号,产生反馈信号,2
技术方法,产生反馈命令,产生反馈命令,2
技术方法,产生可编程电波形,产生可编程电波形,2
技术方法,产生同期神经刺激数据,产生同期神经刺激数据,1
技术方法,产生同步信号,生成同步信号,2
技术方法,产生响应,产生响应,1
技术方法,产生多组尖峰脉冲,产生多组尖峰脉冲,1
技术方法,产生异相电场,产生异相电场,1
技术方法,产生接近刺激部位的电场,产生电场,1
技术方法,产生时变电场,产生时变电场,1
技术方法,产生时变电场刺激大脑的视觉通路,产生时变电场,2
技术方法,产生期望的矢量场,产生期望的矢量场,1
技术方法,产生激活模式,产生激活模式,1
技术方法,产生用户接口,用户接口产生,1
技术方法,产生由一组预定的激励参数定义的激励电流脉冲,施加激励电流脉冲,2
技术方法,产生电信号,施加电信号到脑神经,2
技术方法,产生电刺激,电刺激,2
技术方法,产生电刺激信号,产生电刺激信号,1
技术方法,产生电场,产生电场,1
技术方法,产生电流,产生电流,1
技术方法,产生电脉冲,产生电脉冲,1
技术方法,产生相长干涉,产生相长干涉,2
技术方法,产生神经刺激信号,产生神经刺激信号,2
技术方法,产生神经调节信号,产生神经调节信号,3
技术方法,产生突发和紧张刺激的组合,产生突发和紧张刺激的组合,1
技术方法,产生突发模式刺激,产生突发模式刺激,3
技术方法,产生第二刺激,产生第二刺激,1
技术方法,产生线性斜坡信号,线性斜坡信号产生,2
技术方法,产生脑刺激电流,产生脑刺激电流,1
技术方法,产生诊断诱发电位,产生诊断诱发电位,2
技术方法,产生输入信号,产生输入信号,1
技术方法,产生静态图像,产生静态图像,4
技术方法,产生频率控制信号,产生频率控制信号,1
技术方法,产生高电流水平、电荷平衡的交流电信号,产生高电流水平、电荷平衡的交流电信号,2
技术方法,亲友面容建模,三维重建,1
技术方法,人体体征参数采集,人体体征参数采集,1
技术方法,人多能细胞分化,干细胞分化,1
技术方法,人工修正,人工修正,1
技术方法,人工智能,人工智能,5
技术方法,人工智能(ai),人工智能,1
技术方法,人工智能(ai)和机器学习(ml)算法,人工智能,1
技术方法,人工智能指导的治疗策略,人工智能指导的治疗策略,3
技术方法,人工智能方法,人工智能,1
技术方法,人工智能方法生成摆放顺序,人工智能方法生成摆放顺序,1
技术方法,人工智能机器学习分析技术,人工智能机器学习分析技术,6
技术方法,人工智能机器学习的分析技术,人工智能机器学习的分析技术,3
技术方法,人工智能的机器学习,人工智能的机器学习,1
技术方法,人工智能算法,人工智能算法,1
技术方法,人工智能算法引导培训,人工智能算法引导培训,1
技术方法,人工智能驱动,人工智能驱动,1
技术方法,人工智能驱动的多模态神经生理学询问,人工智能驱动的多模态神经生理学询问,1
技术方法,人工神经网络,人工神经网络,2
技术方法,人工神经网络学习,模型训练,6
技术方法,人机交互终端设置,人机交互终端设置,1
技术方法,人机接口输入,人机接口输入,1
技术方法,人类神经响应与计算机模式分析相结合,神经响应分析,6
技术方法,人脸注意力检测,注意力检测,1
技术方法,人脸识别,图像识别,1
技术方法,介电柔性基底,介电柔性基底,2
技术方法,从ar镜子内容中包含的多件衣服中提取选择信息,从ar镜子内容中包含的多件衣服中提取选择信息,1
技术方法,从eeg信号中移除tms伪影分量,从eeg信号中移除tms伪影分量,2
技术方法,从eeg信号提取eeg特征,脑电图特征提取,4
技术方法,从fnirs信号提取fnirs特征,从fnirs信号提取fnirs特征,4
技术方法,从imu数据确定,生理信号推断,2
技术方法,从ppg数据推断,生理信号推断,2
技术方法,从与呈现给用户的信息相关联的一个或多个可能动作中选择一个动作,选择一个动作,1
技术方法,从与目标结构接触地植入的至少一个电极获得神经测量,从与目标结构接触地植入的至少一个电极获得神经测量,2
技术方法,从与目标结构接触植入的至少一个电极获得神经测量值,从与目标结构接触植入的至少一个电极获得神经测量值,2
技术方法,从传感器接收脑电图信号,从传感器接收脑电图信号,2
技术方法,从信号中提取一个或多个特征,从信号中提取一个或多个特征,2
技术方法,从信号中的每一个提取一个或多个波形特征,从信号中的每一个提取一个或多个波形特征,2
技术方法,从先前递送的神经调制信号的神经响应中导出治疗参数,递送神经调制信号,1
技术方法,从内腔壁内部接收电信号,从内腔壁内部接收电信号,2
技术方法,从刺激测试模式中的多种类型的刺激波形中选择一种类型的刺激波形,从刺激测试模式中的多种类型的刺激波形中选择一种类型的刺激波形,2
技术方法,从刺激测试模式中选择刺激波形,从刺激测试模式中选择刺激波形,1
技术方法,从剩余神经响应估计由所选择的神经刺激引起的神经补充,神经刺激治疗,2
技术方法,从剩余神经响应估计神经补充,神经补充估计,1
技术方法,从多个eeg传感器获取脑电图数据,从多个eeg传感器获取脑电图数据,2
技术方法,"从多个脑电图图像数据中提取特征脸时,通过协方差矩阵进行去中心化处理来提取特征脸",将脑电图信号转换为图像信号,2
技术方法,从多个通道收集eeg信号,采集eeg信号,4
技术方法,从多个通道收集脑电图信号,感测脑电图信号,2
技术方法,从多种类型的刺激波形中选择一种类型的刺激波形,刺激波形选择,1
技术方法,从存储器寻址所选输入,从存储器寻址所选输入,2
技术方法,从对先前递送的神经调制信号的神经响应中导出治疗参数,从对先前递送的神经调制信号的神经响应中导出治疗参数,4
技术方法,从对象的预定头皮部位获得eeg信号,从预定头皮位置获得eeg信号,2
技术方法,从差异观察中学习,从差异观察中学习,2
技术方法,从患者体内的噪声中提取信号,从患者体内的噪声中提取信号,2
技术方法,从数据库中检索角色的运动数据,基于脑波或语音信号检索角色的运动数据,3
技术方法,从时间序列获得另外的信号数据,从时间序列获得另外的信号数据,2
技术方法,从暴露于广告的受试者的大脑收集脑电图数据,从脑电图数据确定神经响应数据,2
技术方法,从检测到的脑电波中提取特征,提取用户特定特征,1
技术方法,从检测到的脑电波中检测活动模式,脑电波检测,2
技术方法,从检测视觉刺激的存在的观点来检测视觉信息,从检测视觉刺激的存在的观点来检测视觉信息,1
技术方法,从测量的脑电图信号中检测一个或多个(其谐波或组合)频率分量,迭代提供反馈模式,2
技术方法,从由患者顺序执行的多个过程中选择至少一个神经过程,选择至少一个神经过程,1
技术方法,从相应的感测电极获得由刺激引起的神经响应的第一和第二记录,从相应的感测电极获得由刺激引起的神经响应的第一和第二记录,2
技术方法,从神经信号捕获装置接收神经信号,从神经信号捕获装置接收神经信号,2
技术方法,从神经信号捕获设备接收用户的神经信号,神经信号接收,4
技术方法,从神经信号捕获设备接收神经信号,从神经信号捕获设备接收神经信号,4
技术方法,从神经信号检测神经反应的一个或多个属性,从神经信号检测神经反应的一个或多个属性,2
技术方法,从神经响应中导出治疗参数,治疗参数导出,9
技术方法,从耦合到用户的传感器接收eeg信号,从耦合到用户的传感器接收eeg信号,1
技术方法,从耦合到用户的传感器接收脑电图信号,从耦合到用户的传感器接收脑电图信号,1
技术方法,从肌肉收缩或运动导出神经数据,从肌肉收缩或运动导出神经数据,2
技术方法,从脊髓接收记录电活动的电刺图(esg)信号,从脊髓接收记录电活动的电刺图(esg)信号,1
技术方法,从脑信号检测事件相关电位,从脑信号检测事件相关电位,2
技术方法,从脑波传感器获取eeg信号,从脑波传感器获取eeg信号,2
技术方法,从脑波曲线导出,导出事件相关电位,1
技术方法,从脑波曲线导出诱发电位,导出事件相关电位,1
技术方法,从脑电图数据和图像数据中提取多模态特征,多模态特征提取,2
技术方法,从脑电图数据确定神经响应数据,从脑电图数据确定神经响应数据,2
技术方法,从脑电数据库查找脑电数据,从脑电数据库查找脑电数据,2
